FlowID,FlowDuration,TotalPackets,TotalBytes,AvgPacketSize,BytesPerPacket,PacketRate,ByteRate,FlowVolume,Port,Protocol,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,InterArrivalTime
310,10.45502812,132,191407,,1450.05303,33.43382596,16095.40712,168277.9341,80,TCP,1,1,1,40,95,0.491284982
1324,1.842527804,4,919,149.9978271,229.75,8.98304963,6202.269812,1142.785458,53,UDP,0,0,0,0,0,1.225996481
843,2874.79769,19152,97404275,1304.439006,5085.853958,315.1158575,9257168.031,26612485268,443,TCP,2,1,0,838,8082,0.022520663
660,3428.429113,30378,251493653,1276.804651,8278.808776,277.0896197,8175362.979,28028652450,1935,TCP,2,2,0,129,8658,0.013716995
170,14.09479703,78,42157,524.7181242,540.474359,42.93684896,32376.99722,456347.2041,80,tcp,3,2,1,15,27,0.473149203
1145,467.0812909,22958,575903986,1466.010054,25085.11133,915.100629,4725525.343,2207204477,22,T.C.P,1,1,0,330,35751,0.005123174
1744,47.42919382,28,4111,127.9492568,146.8214286,2.892759473,906.473302,42993.29793,5683,TCP,1,0,0,9,35,1.957912587
358,26.65850209,173,27615,714.9001746,159.6242775,48.89056483,28633.94613,763338.113,443,TCP,3,1,1,39,39,0.327032202
1763,43.195105,41,7399,106.0678361,180.4634146,4.247129034,117.6462694,5081.74296,8883,UDP,1,1,0,1,15,3.221604065
910,3515.340896,34074,144891072,1442.651572,4252.247227,445.6303166,18971621.14,6669171565,443,TCP,2,1,0,671,4617,0.010848488
560,1300.013457,41971,239670840,1446.452591,5710.391461,267.3332939,7334782.221,9535315591,443,TCP,0,2,0,877,9058,0.049926366
388,17.16838189,109,189574,504.6604639,1739.211009,7.864737153,10993.63458,188742.9167,8080,TCP,2,1,0,37,31,0.190477165
564,3145.569113,7725,39958935,1264.909171,5172.67767,257.0138497,3505189.114,11025814613,80,tcp,2,2,0,283,3310,0.013546029
513,1853.185251,18676,331871606,1285.653416,17769.95106,484.6652764,1172211.883,2172325773,443, TCP,0,1,0,887,9528,0.033263487
678,3009.037962,19882,145166822,1455.973851,7301.419475,306.8308733,5653587.439,17011859227,80,TCP,1,1,0,356,4385,0.030714329
658,1210.349541,22043,417606885,1413.505342,18945.10207,341.2621074,8160264.413,9876772291,443,TCP ,1,2,0,597,9980,0.010650112
1706,2.025014323,34,4958,127.1959636,729.1176471,2.682524345,407.1372219,824.4587059,5683,TCP,0,0,0,7,20,7.061492943
1001,349.6199758,68806,847222530,1477.909661,12313.20713,580.8465932,30351929.7,10611640929,443,TCP ,2,2,0,325,24793,0.009614153
1722,59.97058168,18,3216,200.1840276,178.6666667,4.604492635,647.5793805,38835.71213,8883,UDP,1,0,0,3,22,4.130670089
1463,1.246901888,3,166,53.03685995,55.33333333,9.938549539,41069.60072,5120.976269,53,Udp,0,0,0,0,0,0.671348094
1703,21.17079881,28,9841,204.9103658,351.4642857,1.512311507,328.2153785,6948.581744,8883,UDP,1,1,0,12,23,
573,2624.330178,35248,388168211,1215.833275,11012.48896,220.4613388,8396976.201,22036438050,1935,TCP,2,2,0,736,6450,
1314,0.579992652,9,1131,199.9506103,125.6666667,7.956015617,2756.174429,1598.560916,53,,0,0,0,0,0,1.660914734
1258,0.947933487,2,2089,121.9555651,1044.5,4.316082265,2397.900039,2273.049746,53,UDP,0,0,0,0,0,0.56652683
1373,1.906363792,6,4134,152.2318708,689,1.024920606,1448.399803,2761.176941,53,UDP,0,0,0,0,0,0.82386556
260,13.27444538,104,144366,744.736207,1388.134615,27.21104801,16450.19429,218367.2056,80,TCP,1,1,0,11,63,0.418286392
1656,6613.921818,400551,29041280,291.9922768,72.50332667,172.080695,455210.7327,3010728197,48123,TCP,1,1,0,4141,5886,0.008841295
640,2177.827671,39234,200933691,1384.321256,5121.417419,287.4895001,2107181.502,4589078184,443,TCP,2,2,0,686,9039,0.026126981
1018,591.1840469,17764,445417017,1466.188469,25074.13966,507.4052369,15626811.22,9238321495,22,TCP,1,2,0,495,17757,0.008211978
406,19.00082209,132,416764,450.1766368,3157.30303,17.83597548,35690.99117,678158.1734,443,TCP,1,1,1,12,80,0.066243376
879,3429.53098,37297,297352127,1327.151726,7972.548114,471.8455965,8307147.552,28489619887,0,TCP,2,1,0,833,3046,0.01848998
506,2068.687932,18283,60869652,1313.284755,3329.303287,168.5052072,4379835.317,9060512465,80,,1,1,0,251,5067,
1061,160.1054727,68942,515461283,1423.226838,7476.738171,617.1980487,48037610.3,7691084304,22,TCP,2,2,0,58,38542,0.001194364
1756,27.21805967,41,693,239.9025554,16.90243902,4.938376509,312.2645731,8499.235781,443,UDP,0,1,0,8,10,6.743678411
1735,37.62636267,6,3153,274.1435603,525.5,1.686283509,814.2611926,30637.68694,8883,TCP,0,0,0,16,8,7.047912482
519,3308.540487,23306,101721889,1470.99414,4364.622372,404.0954922,3493850.964,11559547370,80,TCP,1,2,0,314,7869,0.034856625
1411,1.878447232,3,2079,178.1446158,693,5.645643829,3107.969879,5838.157415,53,UDP,0,0,0,0,0,0.794113248
1682,2819.532744,386431,6560762,216.1589065,16.97783563,144.5057261,424512.5742,1196927103,36160,UDP,1,1,0,6826,9897,0.014974105
896,1579.225626,15255,493521128,1225.801339,32351.43415,149.1878291,1822081.391,2877477625,443,TCP,0,1,0,800,3248,0.047799867
263,,182,339871,796.1153655,1867.423077,34.59327878,44862.8851,335164.6509,80,TCP,4,2,1,22,86,0.44430574
42,28.30050362,169,465382,765.0363563,2753.739645,26.25074919,2543.87236,71992.86893,443,TCP,3,3,1,19,91,0.329513508
1495,1.14046808,3,4343,161.0757462,1447.666667,7.841512053,2244.924819,2560.265097,53,UDP,0,0,0,0,0,1.053696165
1241,165.2376494,58914,334702901,1422.4086,5681.211614,522.0404318,26857805.41,4437920633,22,TCP,1,1,0,234,35070,0.003866842
199,2.467937228,196,,,1183.102041,9.866972805,28187.73886,69565.57012,443,TCP,3,4,0,15,84,0.014757919
1539,,273680,6897088,139.900476,25.20128617,156.9360895,130108.064,925995638.6,37839,UDP,0,0,0,3607,451,0.008275233
150,19.72521587,87,30099,611.7236792,345.9655172,48.68335196,39211.13139,773448.0311,80,TCP,3,3,1,19,47,0.088241271
1070,175.3569393,90466,354644382,1494.898343,3920.195234,732.2074562,9848191.108,1726948650,22,tcp ,1,2,0,108,26488,0.002642237
866,3282.233059,11302,196543767,1240.277347,17390.17581,143.6329607,7628138.289,25037327670,8080, TCP,1,1,0,206,6972,0.030298108
368,23.00465953,111,314469,589.6060838,2833.054054,32.80376977,14374.59252,330682.6067,443,TCP,3,4,0,47,34,0.037703182
1691,2046.728474,52351,42751726,282.6921936,816.636282,187.0956269,432342.4689,884887641.4,30829,UDP,0,0,0,4137,7814,0.018162174
53,3.355898854,124,465674,729.244088,3755.435484,15.40831055,29668.62834,99564.91584,443,TCP,3,1,1,43,88,0.351660951
1444,1.494401986,,735,111.0442248,183.75,5.417714362,4218.84536,6304.650882,53,UDP,0,0,0,0,0,0.664626498
757,3302.911285,2323,136275029,1482.682606,58663.37882,180.6855991,8754934.809,28916772980,8080,TCP,2,2,0,190,4709,0.018385466
767,986.3006503,7223,50590382,1371.564798,7004.067839,154.8299432,3154542.058,3111326883,8080,TCP,2,2,0,798,4545,0.022862912
81,21.68347723,54,416915,726.6169072,7720.648148,24.53387181,296374.5544,642643.0901,443,TCP,3,4,1,19,30,0.454827114
1272,0.327907613,3,,112.176265,1498.333333,8.690576197,2222.742455,728.8541726,53,UDP,0,0,0,0,0,0.20433856
1138,,21130,100274627,1480.165943,4745.604685,753.7437822,28557768.35,8485715727,443,TCP,1,2,0,244,38717,0.008914427
1229,499.1747545,81099,688511154,1454.146428,8489.761329,723.7371586,4810147.582,2401104238,443,TCP,2,2,0,233,17715,0.005202307
383,12.81127865,22,75205,386.4593016,3418.409091,25.07256417,19452.88499,249216.33,443,TCP,2,2,1,13,66,0.295852193
1611,503.2962829,186196,46797650,352.2928065,251.3354207,71.09182109,287884.2739,144891085,6547,UDP,0,0,0,9192,6493,0.005244804
462,7.498260429,107,456694,613.5929184,4268.168224,5.756610938,42803.43732,320951.3203,443,TCP,3,3,0,39,10,0.324124673
672,1595.537908,17718,153073931,1393.75362,8639.458799,247.8845612,9336945.524,14897450530,443,TCP,1,2,0,188,9796,0.04109313
1573,,215246,20796457,378.2732974,96.61715897,122.752545,493843.1319,2818287229,15349,UDP,1,0,0,9435,2370,0.016542434
1814,2108.488683,142205,20549650,482.9565958,144.5072255,155.9296834,181810.7185,383345842.3,39299,U.D.P,1,1,0,6885,9471,0.01119397
135,15.90812931,193,316616,329.6327785,1640.497409,19.73260868,12098.87213,192470.4224,80,TCP,2,1,1,43,88,0.069313471
950,3137.312654,43471,329467344,1451.214924,7579.014607,81.44566805,1460718.773,4582731489,443,TCP,2,1,0,990,1265,0.0051064
58,20.94942293,43,308188,394.847093,7167.162791,49.42653673,28176.56002,590282.6726,80,TCP,1,4,1,17,19,0.41106717
1507,2330.933116,257224,43307373,428.907602,168.3644333,84.96758606,146295.7626,341005637.7,58647,TCP,0,1,0,2678,4301,
213,13.89674452,78,478085,489.1689477,6129.294872,41.55813997,32478.67333,451347.8257,80,TCP,4,4,1,30,58,0.332897787
201,29.98536691,118,419306,779.5327228,3553.440678,41.93995226,15802.08862,473831.4252,8080,TCP,3,3,1,36,64,0.142003214
1308,1.398303891,2,1596,75.31497093,798,7.779850978,4329.603977,6054.102087,53,UDP,0,0,0,0,0,1.804426609
849,3330.513516,9794,100572954,1364.731909,10268.83337,142.3679658,6576575.156,21903372448,1935,TCP,2,2,0,295,8757,0.024501929
1600,,323416,46706656,169.504592,144.4166522,110.4236744,145927.5163,1030837250,10169,TCP,1,1,0,4486,284,0.012958874
1753,,39,1493,285.2455031,38.28205128,0.536957718,571.0671183,12833.38709,1883,TCP,1,1,0,11,14,1.493485295
284,23.20801869,156,186503,308.1211578,1195.532051,37.86548691,2112.392867,49024.45316,80,TCP,4,1,1,24,55,0.072355783
92,16.84131226,186,426980,418.2522847,2295.591398,33.16605015,26124.24595,439966.5837,443,TCP,4,4,1,24,62,0.4957261
1801,605.471388,22270,102557013,1261.429107,4605.164481,221.1314343,5630201.737,3408926060,80,TCP,1,1,0,497,7551,0.034936131
1175,569.1890415,92097,205210551,1403.203713,2228.200169,129.2208344,4407009.173,2508421327,443,tcp ,2,2,0,102,20972,0.007969657
204,14.61478656,24,315880,601.6358728,13161.66667,39.7437911,40549.84147,592627.2783,443,TCP,2,1,0,10,93,0.144793256
1048,443.6667387,82995,918511025,1458.689114,11067.06458,900.5273086,45412964.71,20148221947,22,TCP,2,2,0,279,16998,0.003294524
304,11.64356811,155,147909,495.582987,954.2516129,40.67710885,23254.86246,270769.575,443,tcp ,4,2,1,33,72,0.463843786
390,7.267696717,163,118126,312.6668112,724.6993865,41.63792664,47295.3645,343728.3653,443,TCP,3,4,1,32,47,
707,650.6754074,39699,,1288.665403,4224.061563,341.1447355,8700710.597,5661338412,8080,TCP,2,1,0,990,2629,0.016967339
1270,1.358911243,9,782,113.3162574,86.88888889,4.822764767,4382.792034,5955.825371,53,UDP,0,0,0,0,0,1.183330911
732,2728.738255,45362,444072608,1228.031739,9789.528857,274.660464,7810649.988,21313219422,80,TCP,0,1,0,845,7989,0.015453319
1224,,36131,394292489,1471.288961,10912.85846,410.1866716,36769832.93,19108433933,443,TCP,1,1,0,209,8194,0.006722614
1031,394.1522062,24852,980124962,1411.988715,39438.47425,496.830111,39769139.45,15675094049,22,Tcp,1,1,0,426,2636,0.004075441
259,17.94955655,196,338222,519.0021363,1725.622449,39.94227899,41872.96638,751601.178,80,  TCP ,4,4,0,46,98,0.279315101
597,68.24094621,2765,304842568,1469.862884,110250.4767,150.5734358,4315455.268,294490750.8,1935,TCP,2,1,0,750,9037,0.047674726
771,2779.437019,26910,362778003,1227.369637,13481.15953,405.5325755,3098890.893,8613172064,443,TCP,1,2,0,563,8647,0.001812485
397,21.48710208,54,313575,596.0344879,5806.944444,30.69868334,15979.43895,343351.8359,80,TCP,1,3,0,27,35,0.210528795
1064,70.38240392,38393,450834860,1427.544036,11742.63173,780.031606,19436326.62,1367975391,8080,TCP,1,2,0,462,13493,0.008180555
229,29.34412709,159,349717,757.7893829,2199.477987,30.81973421,10950.83608,321342.7256,443,TCP,2,2,0,37,78,0.180041636
1580,716.4856667,419629,7352078,211.5757268,17.52042399,154.5831932,123700.9335,88629945.84,26579,TCP,0,1,0,8059,5203,0.015259027
1025,321.2990646,26147,291046450,1447.703222,11131.16036,857.7301826,38604832.25,12403696491,443,TCP,2,1,0,96,27923,0.003627499
1035,263.1209046,48351,642909711,1431.373719,13296.72005,590.2294199,22915841.34,6029636903,443,TCP,1,1,0,365,1086,0.007114097
567,1509.738342,29114,193579397,1447.706074,6649.014117,406.6010291,1475467.569,2227569961,443,TCP,1,2,0,511,2493,0.034275434
908,612.8619819,19680,435892028,1458.041672,22148.98516,495.35575,5271388.162,3230633396,443, TCP,0,2,0,892,1550,0.019180275
919,2640.625181,,56518466,1337.334342,2609.708916,475.9636141,3134576.047,8277240441,8080,TCP,1,2,0,576,9708,0.012033039
1327,1.895877824,7,1039,196.7710272,148.4285714,7.07080836,3274.567702,6208.180288,53,udp,0,0,0,0,0,0.634385119
1062,166.0606627,96554,522488781,1423.161096,5411.363393,641.655085,41765485.37,6935604178,21,TCP,1,2,0,309,24495,0.001454404
993,162.4180127,44729,637820266,1496.4787,14259.65852,411.8269448,30819650.24,5005666343,22,TCP,1,2,0,376,38985,0.002423726
1115,310.3497741,95840,652260569,1433.7713,6805.7238,640.9243754,33414633.65,10370224004,22,TCP,1,1,0,470,2463,0.004809509
1316,1.827146942,2,655,126.6278721,327.5,5.861283054,4983.946309,9106.402257,53,UDP,0,0,0,0,0,0.538437148
1749,41.03860579,30,1060,149.1389311,35.33333333,1.262961231,668.2497903,27424.03972,5683,UDP,1,0,0,14,49,9.732959048
1328,0.396100264,,4637,114.4155827,1159.25,6.169311308,2206.982228,874.1862422,53, UDP,0,0,0,0,0,1.120849302
1685,2620.64169,488746,3768822,324.0300182,7.711207867,102.4485645,240338.4391,629840933.1,32943,,1,0,0,9717,7587,0.01438068
840,3580.523609,37922,487012712,1472.019161,12842.48489,392.8596214,1936911.489,6935157315,80,T.C.P,2,1,0,990,8907,0.019740404
1134,216.1826294,61045,58439887,1467.447817,957.3247113,579.6226441,47842539.47,10342725979,8080,   TCP ,2,1,0,154,13680,0.003053645
246,16.33977592,108,397157,642.2025287,3677.37963,12.76882319,44306.45728,723957.5836,443,TCP,2,4,1,10,54,0.153751936
1396,1.269588562,3,816,60.0397276,272,0.692477614,20913.95592,2655.211923,53,UDP,0,0,0,0,0,1.537094168
737,696.01011,49962,451980059,1486.506283,9046.476502,454.5945202,1854476.227,1290734203,443,TCP,0,1,0,557,8659,0.039715118
679,2480.554942,3880,84912996,1320.341649,21884.79278,252.0540673,9911749.759,24586639846,443,TCP,2,2,0,446,2872,0.031060549
791,3238.880632,23151,258570776,1241.311826,11168.88152,107.9073442,9075710.543,29395143103,443,TCP,1,1,0,323,7334,0.018545181
501,3394.986868,28765,369204978,1390.082339,12835.21564,361.4786777,5511633.53,18711923457,443,TCP,0,1,0,304,8760,0.011249236
1768,42.66422635,42,6664,221.6863024,158.6666667,3.071158647,118.464918,5054.214078,8883,TCP,0,1,0,2,24,8.369057897
1441,0.667748807,3,3327,184.2279909,1109,3.907716203,485.4078722,324.1305274,53,UDP,0,0,0,0,0,
166,23.97564804,30,230498,622.2821545,7683.266667,32.47842286,137549.1652,329783.0372,443,TCP,4,2,0,10,25,0.362641666
300,,,189384,433.2077167,9469.2,49.09836166,43951.19832,749496.1361,80,TCP,3,1,0,6,51,0.362074404
18,19.54817994,76,243640,388.9127485,3205.789474,10.8140613,12298.2935,240409.2542,443,TCP,1,3,1,23,25,0.096628257
90,26.55687217,97,437686,736.8060782,4512.226804,8.440328741,40319.01406,1070746.902,80,TCP,4,4,0,36,74,0.061384761
1320,1.748800456,3,2303,67.80323068,767.6666667,5.690322837,4209.311536,7361.245932,53,UDP,0,0,0,0,0,1.397000839
728,466.1098247,10224,163773971,1250.463794,16018.58089,374.7407542,593918.9971,276831479.7,443,TCP,1,2,0,392,1627,0.046753632
1349,1.422534117,2,2774,128.0821152,1387,8.04105069,1397.845286,1988.482609,53,UDP,0,0,0,0,0,0.883187193
1311,1.753904961,4,4032,117.4177327,1008,2.944182275,3654.027268,6408.816555,53,UDP,0,0,0,0,0,1.821740376
846,3298.875143,15331,231291261,1313.293079,15086.50845,171.4529699,3123702.398,10304704195,443,TCP,0,1,0,729,2173,0.045098601
748,3134.514291,4126,306988950,1332.157789,74403.52642,294.9672762,3957852.842,12405946295,443,TCP,2,2,0,826,7659,0.016454369
1100,320.2828192,93935,683734087,1446.967821,7278.800096,574.2729588,29221662.09,9359196314,443,TCP,2,2,0,243,15557,0.001533316
558,1180.538,44962,222630355,1259.729476,4951.522508,481.4620758,26422057.83,3119224331,443,tcp ,2,2,0,213,2374,0.043796186
1534,6320.088266,162178,34324681,220.0470329,211.6481952,168.5326249,234820.307,1484085067,53136,UDP,1,0,0,4871,8077,0.0147346
366,23.18534274,171,42862,509.4374945,250.6549708,46.85386727,24441.29711,566679.8505,80,TCP,1,4,0,49,16,0.457348843
1235,490.3820284,5061,614377861,1429.097374,121394.5586,380.4074061,22395939.14,10982566062,443,TCP,2,2,0,293,21280,0.003746192
292,12.92046295,147,51888,437.7996323,352.9795918,45.56050787,325519.4041,420586.14,443,TCP,3,1,0,46,80,0.091216055
987,369.5130659,61340,491372808,1492.693756,8010.642452,378.3073564,4320771.307,1596581453,443,TCP,1,2,0,403,15777,0.002876861
1067,274.3028854,46908,578212006,1492.528827,12326.5116,117.163907,26673685.45,7316668883,443,TCP,1,2,0,222,19767,0.007957888
109,2.993450395,160,308090,739.8410051,1925.5625,7.041935933,41045.33063,122867.1612,8080,TCP,4,4,1,46,14,0.485476229
867,2481.212558,15211,282189425,1455.524166,18551.6682,74.30660694,1024419.748,2541803144,443,TCP,2,1,0,681,4539,0.010058009
59,29.27601379,23,406766,715.3522231,17685.47826,27.60091889,43390.47339,1270300.097,8080,TCP ,1,3,1,20,85,0.226026584
8,22.8939653,167,322613,522.8344605,1931.814371,35.12471969,23386.58802,535411.7347,443,TCP,1,3,0,34,50,0.35665502
1030,56.67514439,3524,633451262,1435.123467,179753.4796,925.6412805,27450615.06,1555767572,21,TCP,1,2,0,399,39237,0.005117627
961,292.9282504,27443,,1440.637655,26147.10465,233.5484465,10809434.45,3166388723,8080,Tcp,1,2,0,250,17089,0.009466058
733,520.684906,48370,175773156,1359.313063,3633.929212,35.87122937,1070323.437,557301258.2,443,TCP ,2,1,0,772,3916,0.004872304
1305,0.974268477,6,3740,187.1278565,623.3333333,2.339041948,4828.73102,4704.480415,53,UDP,0,0,0,0,0,0.933053939
1819,2732.561641,32338,480755632,1236.2751,14866.58519,285.7381668,6602208.256,18040941023,443,TCP,1,1,0,110,4904,0.043932145
108,22.75836863,29,180231,699.3980227,6214.862069,37.98025717,15116.36355,344023.774,443,TCP,3,1,1,20,92,0.26099293
1501,2922.880139,63637,15568095,394.7422182,244.6390465,85.48665137,213660.4734,624503954.2,3117,UDP,1,0,0,4999,1845,0.010169418
1119,65.89319325,93687,248576476,1432.634147,2653.265405,413.5879608,9100947.156,599690469.7,8080,TCP,1,1,0,139,36665,0.002940934
355,18.86958572,161,289507,405.1800235,1798.180124,44.63951343,22722.19194,428758.3485,443,TCP,2,1,0,25,47,0.26359173
455,29.87644441,64,457149,481.0143035,7142.953125,46.67254746,15844.01989,473362.9794,80,TCP,3,1,0,40,33,0.035637902
1522,3758.814214,95224,14387701,434.4175054,151.0932223,190.129654,56381.03391,211925831.6,31017,UDP,0,0,0,2323,8300,0.017291141
185,7.135386623,193,58198,346.7153973,301.5440415,49.33281587,10117.03893,72188.98428,80,TCP,3,4,0,24,74,0.497392521
1678,3073.644096,236351,43221826,357.6884357,182.8713481,63.99373427,181511.1113,557900555.5,18446,TCP,1,1,0,8897,4848,0.010326353
1109,570.7460543,69755,,,11992.57844,287.2447829,17712279.13,10109213428,8080,TCP,2,1,0,91,37970,0.005597003
1297,0.265943539,9,4259,163.8652377,473.2222222,6.163781789,1158.596125,308.1211542,53,UDP,0,0,0,0,0,0.947247621
999,506.4583769,44064,412817911,1436.489321,9368.598198,417.9511138,45707156.24,23148772162,22,TCP,2,2,0,460,14549,0.007409187
1724,46.97403556,37,7661,150.8999125,207.0540541,2.669410226,972.3308282,45674.3029,8883, UDP,0,1,0,2,23,1.303977839
1438,1.255403979,9,1942,,1078.888889,3.563843746,2960.509539,3716.635454,53,UDP,0,0,0,0,0,
1212,112.9232782,58442,219845561,1479.085219,18808.867,672.4044146,41179163.51,4650086138,443, TCP,2,1,0,327,26024,0.00444961
1481,1.927828429,2,4801,83.26470401,2400.5,9.88362573,893.6015007,1722.710377,53,U.D.P,0,0,0,0,0,0.118056728
267,,101,346535,373.449323,3431.039604,20.84200902,49520.6621,1219548.892,443,TCP,1,2,0,35,75,0.439060408
893,3430.888473,21664,286553141,,13227.15754,443.3817647,6334818.549,21734055940,443,TCP,2,1,0,327,2653,0.01713914
831,2234.029702,22435,72303192,1362.374903,16113.92735,208.5014092,6903239.012,15422040989,443,tcp ,2,2,0,280,4347,0.005158361
252,8.333429432,199,234211,624.7825005,1176.939698,19.64293195,4195.86197,34965.91964,80,TCP,2,3,0,33,96,0.362593972
1116,591.6292559,49109,652766099,1485.440063,13292.18878,265.5826331,17111654.03,10123755141,443,tcp ,2,1,0,273,34367,0.005774948
422,2.790301484,149,287159,398.6975055,1927.241611,39.29463975,21664.44897,60450.34409,80,tcp,3,2,0,26,24,0.355250968
