FlowDuration,TotalPackets,TotalBytes,AvgPacketSize,BytesPerPacket,PacketRate,ByteRate,FlowVolume,Port,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,InterArrivalTime,Protocol_sctp,Protocol_tcp,Protocol_udp
2.237983204,0.939550364,-0.565972512,-0.972874685,-0.279272418,-0.284186559,-0.621776064,-0.317576177,1.022346649,-0.281501087,-0.365596542,-0.419865516,3.527045033,-0.45203024,-0.371597193,-0.04464701,-1.78901009,1.80885452
0.281663022,0.091879885,-0.233246134,1.033980277,-0.211350961,0.528386412,0.24540582,0.231253513,-0.360311883,0.57781802,0.519346612,-0.419865516,-0.043131142,0.338087582,-0.352212105,-0.04464701,0.55896834,-0.552836057
-0.68078182,-0.728129184,-0.690735055,-0.001049199,-0.253500851,-0.688950432,-0.667627633,-0.593242667,-0.388252931,1.437137126,1.404289766,2.381715006,-0.397342017,-0.557160641,-0.023682434,-0.04464701,0.55896834,-0.552836057
2.061178326,-0.634553086,1.737715151,0.814490982,3.198475948,0.993716144,-0.098013956,0.864965317,-0.360311883,0.57781802,-0.365596542,-0.419865516,-0.001591356,-0.260627318,-0.362317588,-0.04464701,0.55896834,-0.552836057
-0.676715227,-0.732622704,-0.691503234,-0.901847426,-0.081792147,-0.640313659,-0.664802637,-0.593175606,-0.360311883,0.57781802,-0.365596542,-0.419865516,-0.386115048,-0.557616145,-0.04346776,-0.04464701,0.55896834,-0.552836057
-0.693484666,-0.732768598,-0.691956208,-1.138940069,-0.273853289,-0.81544667,-0.672735918,-0.593314196,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.24233678,-0.04464701,-1.78901009,1.80885452
-0.497146592,1.59933918,1.454930591,1.191619518,-0.159880189,0.361559153,2.190683707,-0.034889501,-0.392794314,-0.281501087,-0.365596542,-0.419865516,-0.309771658,2.733038283,-0.373852657,-0.04464701,0.55896834,-0.552836057
-0.07498761,0.622757194,1.329118835,1.197851186,-0.07931882,-0.368809393,0.257522398,-0.063257915,-0.360311883,-0.281501087,0.519346612,-0.419865516,-0.323805369,0.212003982,-0.351401065,-0.04464701,0.55896834,-0.552836057
1.376036825,-0.135451384,1.0036475,1.114183765,0.110974586,1.110220758,2.190683707,0.347918791,-0.360311883,-1.140820193,0.519346612,-0.419865516,-0.05828755,-0.295245647,-0.342955303,-0.04464701,0.55896834,-0.552836057
0.174376567,0.04140073,1.304390957,1.242292758,0.0742799,1.449435736,0.343780678,0.219150486,-0.360311883,0.57781802,0.519346612,-0.419865516,0.115169123,0.094301661,-0.34228734,-0.04464701,0.55896834,-0.552836057
-0.692540463,-0.728187541,-0.691767631,-0.158723831,-0.283722792,-0.750770235,-0.664228081,-0.593301861,-0.360311883,1.437137126,2.28923292,-0.419865516,-0.392289881,-0.556158531,-0.205895846,-0.04464701,0.55896834,-0.552836057
-0.221959654,0.612807257,0.328603988,1.14831303,-0.182785246,0.911671991,2.190683707,3.025025173,-0.392717341,-0.281501087,0.519346612,-0.419865516,-0.34906605,3.194190874,-0.371653367,-0.04464701,0.55896834,-0.552836057
-0.68652371,-0.732126666,-0.691625918,-0.503783958,0.012835381,-0.762992091,-0.669909522,-0.593289594,-0.360311883,0.57781802,2.28923292,2.381715006,-0.391728532,-0.558253851,-0.082146342,-0.04464701,0.55896834,-0.552836057
-0.670972452,-0.732447632,-0.690819736,-0.753419997,0.039400748,-0.821321995,-0.671988663,-0.593281876,-0.360311883,-0.281501087,0.519346612,2.381715006,-0.391728532,-0.558527154,-0.309411907,-0.04464701,0.55896834,-0.552836057
-0.236206857,1.15392629,-0.391436022,1.16987789,-0.267414689,-0.22013106,2.190683707,2.699114214,-0.392717341,-0.281501087,-0.365596542,-0.419865516,-0.212658375,1.578516992,-0.37059436,-0.04464701,0.55896834,-0.552836057
0.179448096,0.533645437,1.685406492,1.05360628,-0.024765405,-0.075003508,2.190683707,0.889748374,-0.360311883,-1.140820193,-0.365596542,-0.419865516,-0.212658375,-0.062938436,-0.351238017,-0.04464701,0.55896834,-0.552836057
-0.488108844,1.244613696,0.617633269,1.181969881,-0.196365731,0.434568558,2.190683707,0.131557838,-0.360311883,0.57781802,-0.365596542,-0.419865516,-0.17448668,2.153090162,-0.375451698,-0.04464701,0.55896834,-0.552836057
-0.693100806,-0.732739419,-0.691971742,-1.163732909,-0.286891216,-0.798201235,-0.673037287,-0.593314172,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.180075264,-0.04464701,-1.78901009,1.80885452
-0.693570882,-0.73271024,-0.691958374,-1.246765736,-0.279179412,-0.800317508,-0.672704092,-0.593314246,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.923821219,-0.04464701,-1.78901009,1.80885452
-0.677205077,-0.729734013,-0.689541817,-0.820365374,-0.182777263,-0.79690768,-0.666447321,-0.593204985,0.227527744,-0.281501087,0.519346612,2.381715006,-0.406884941,-0.560895777,-0.233118392,-0.04464701,0.55896834,-0.552836057
-0.693337329,-0.728041648,-0.690563866,-0.604124777,-0.2492179,-0.605408929,-0.666398349,-0.593310059,-0.360311883,1.437137126,-0.365596542,2.381715006,-0.400710108,-0.555520825,-0.333869746,-0.04464701,0.55896834,-0.552836057
1.805345092,0.304796876,1.078954741,1.032820083,-0.048846504,0.095627051,1.270748061,3.875763131,-0.360311883,-1.140820193,-0.365596542,-0.419865516,-0.126210713,0.227217827,-0.371691717,-0.04464701,0.55896834,-0.552836057
-0.685015432,-0.727749861,-0.689670606,-0.035785785,-0.227209107,-0.705467147,-0.664105727,-0.593236461,-0.39448771,2.296456232,1.404289766,2.381715006,-0.408007637,-0.55807165,-0.073723008,-0.04464701,0.55896834,-0.552836057
0.741644987,2.211884029,-0.506572424,-1.161428331,-0.286538593,-0.471856378,-0.632742025,-0.539458624,3.21837448,-1.140820193,-0.365596542,-0.419865516,3.962651435,-0.323669118,-0.365270511,-0.04464701,-1.78901009,1.80885452
-0.67389714,-0.729938264,-0.690624097,-0.069451655,-0.226366325,-0.627060777,-0.665854584,-0.593172459,-0.360311883,1.437137126,1.404289766,2.381715006,-0.410253031,-0.559438163,-0.252798592,-0.04464701,0.55896834,-0.552836057
-0.69350248,-0.732797776,-0.691957865,-1.297693892,-0.272245494,-0.785353786,-0.673268582,-0.593314467,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,-0.025358098,-0.04464701,-1.78901009,1.80885452
-0.693155614,-0.732856134,-0.691956233,-1.161926129,-0.257832245,-0.810028596,-0.672588876,-0.593313837,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,-0.204170139,-0.04464701,-1.78901009,1.80885452
-0.693296489,-0.732885313,-0.691975041,-1.15226057,-0.287317956,-0.786350794,-0.673490792,-0.593314566,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,-0.183902094,-0.04464701,-1.78901009,1.80885452
-0.693383527,-0.732826955,-0.691962529,-1.202766729,-0.273473287,-0.800289447,-0.672659825,-0.593314077,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.91576778,-0.04464701,-1.78901009,1.80885452
2.237983204,2.211884029,-0.67838288,-0.651640939,-0.289737783,-0.136164146,-0.582807533,-0.310912352,2.008596372,-1.140820193,-0.365596542,-0.419865516,0.13088688,0.055948196,-0.366767846,-0.04464701,-1.78901009,1.80885452
-0.692478572,-0.732826955,-0.691971485,-1.20481099,-0.284312486,-0.784704043,-0.672295832,-0.593314418,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.488986493,-0.04464701,-1.78901009,1.80885452
1.72449091,-0.174113164,-0.201359962,0.956974909,-0.165895659,0.697100497,1.171047415,3.50943339,-0.360311883,0.57781802,-0.365596542,-0.419865516,0.057350232,0.173559416,-0.360371256,-0.04464701,0.55896834,-0.552836057
2.190251835,0.153446947,0.574773709,0.90522731,-0.088034975,0.513038383,0.95548743,3.727758624,-0.245468787,0.57781802,0.519346612,-0.419865516,-0.340645823,0.226033515,-0.366584479,-0.04464701,0.55896834,-0.552836057
-0.682170941,-0.730667731,-0.691763773,-0.503116465,-0.276735426,-0.620354151,-0.667080268,-0.593244241,-0.388252931,1.437137126,0.519346612,2.381715006,-0.404639547,-0.56025807,-0.042338407,-0.04464701,0.55896834,-0.552836057
-0.301080924,-0.063059024,2.208797976,1.259529963,0.321789246,2.46683577,0.268074346,-0.25303808,-0.392717341,-0.281501087,-0.365596542,-0.419865516,-0.227814783,2.694229314,-0.372649601,-0.04464701,0.55896834,-0.552836057
-0.654127267,-0.732126666,-0.691955407,-1.246098748,-0.286334712,-0.81418347,-0.67335107,-0.593307966,0.043024459,-0.281501087,-1.250539695,-0.419865516,-0.408007637,-0.559529264,1.005539137,-0.04464701,0.55896834,-0.552836057
-0.671601305,-0.727895754,-0.691837019,-0.14698496,-0.286022512,-0.591535798,-0.667826106,-0.593196913,-0.360311883,1.437137126,-0.365596542,2.381715006,-0.391167184,-0.55916486,-0.14546105,-0.04464701,0.55896834,-0.552836057
-0.657689335,-0.731747343,-0.691938846,-1.287073505,-0.285514347,-0.807627783,-0.673508251,-0.593313811,0.289336729,-0.281501087,-0.365596542,-0.419865516,-0.412498425,-0.561351281,1.897394322,-0.04464701,-1.78901009,1.80885452
2.237983204,0.261291431,0.037826558,1.215789287,-0.186223285,1.328842386,2.190683707,0.434846809,-0.360311883,0.57781802,-0.365596542,-0.419865516,-0.03639496,-0.142105089,-0.368608939,-0.04464701,0.55896834,-0.552836057
0.399651079,0.491715642,0.515223315,1.222907007,-0.150666218,0.465813886,0.787993689,0.876709586,-0.360311883,-1.140820193,0.519346612,-0.419865516,0.079242822,0.262473862,-0.341029574,-0.04464701,0.55896834,-0.552836057
-0.679585186,-0.729763191,-0.691021247,-0.540676081,-0.247504052,-0.790117121,-0.671341107,-0.593285496,0.227527744,0.57781802,-0.365596542,-0.419865516,-0.392289881,-0.559893667,-0.2418353,-0.04464701,0.55896834,-0.552836057
1.952286413,-0.507538195,-0.490706725,0.882952047,-0.16377845,0.415863672,0.024910702,1.106494282,-0.388252931,0.57781802,0.519346612,-0.419865516,-0.254198161,-0.261173923,-0.366705138,-0.04464701,0.55896834,-0.552836057
0.865025326,-0.188002227,0.979629882,0.921797349,0.14340796,1.517787116,-0.439957285,-0.2584152,-0.360311883,-1.140820193,-0.365596542,-0.419865516,0.084856306,0.30529127,-0.352789466,-0.04464701,0.55896834,-0.552836057
1.837425022,-0.152812712,0.039215484,1.240736348,-0.11186876,0.656997879,0.452999579,2.029340541,-0.388252931,-0.281501087,-0.365596542,-0.419865516,-0.213219723,-0.163240491,-0.354588544,-0.04464701,0.55896834,-0.552836057
0.324218315,-0.089757536,1.4114704,1.161210578,0.172064195,0.823658745,0.952478897,0.929350696,-0.360311883,-0.281501087,0.519346612,-0.419865516,-0.077934746,0.346468862,-0.368748943,-0.04464701,0.55896834,-0.552836057
-0.692325049,-0.731951594,-0.691951141,-1.247509351,-0.272135331,-0.815201092,-0.673450568,-0.593314467,0.043024459,-1.140820193,-1.250539695,-0.419865516,-0.409130334,-0.560895777,4.607410862,-0.04464701,0.55896834,-0.552836057
-0.399899179,1.274726117,2.480339299,1.281812954,0.010344437,1.983342941,2.190683707,1.042642664,-0.360311883,0.57781802,0.519346612,-0.419865516,-0.230621526,1.69594601,-0.369480075,-0.04464701,0.55896834,-0.552836057
-0.643576405,-0.732418453,-0.691959915,-1.110833209,-0.285558161,-0.805898001,-0.673402657,-0.593308607,0.289336729,-0.281501087,-1.250539695,-0.419865516,-0.411375728,-0.560713575,2.538971211,-0.04464701,-1.78901009,1.80885452
-0.692979662,-0.732856134,-0.691975277,-1.386378362,-0.288565663,-0.780079044,-0.665348184,-0.593313804,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.097541232,-0.04464701,-1.78901009,1.80885452
-0.693231179,-0.732885313,-0.691965591,-1.257322428,-0.264444685,-0.807294022,-0.673053889,-0.593314244,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.023563217,-0.04464701,-1.78901009,1.80885452
-0.692424868,-0.732768598,-0.691955291,-1.20062756,-0.273113606,-0.823224553,-0.673243086,-0.593314168,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.205181028,-0.04464701,-1.78901009,1.80885452
-0.68286109,-0.729909085,-0.691248956,-0.09111454,-0.256065103,-0.696473282,-0.670253835,-0.593280929,-0.388252931,-0.281501087,-0.365596542,-0.419865516,-0.406884941,-0.556978439,-0.08105805,-0.04464701,0.55896834,-0.552836057
2.237983204,2.211884029,-0.545697924,-0.938914724,-0.28814697,0.004753425,-0.582826609,-0.129161813,3.309740938,-0.281501087,-0.365596542,-0.419865516,1.911484179,-0.026498089,-0.370025523,-0.04464701,0.55896834,-0.552836057
1.138141604,0.411853534,0.320107947,1.106560981,-0.165028439,0.56337794,-0.253655662,0.114166541,-0.360311883,0.57781802,0.519346612,-0.419865516,-0.027974733,0.260742946,-0.357826083,-0.04464701,0.55896834,-0.552836057
-0.196675336,-0.214613203,1.551547413,1.259864059,0.3215217,1.627857568,2.190683707,0.830923109,-0.392717341,-0.281501087,0.519346612,-0.419865516,-0.135192288,1.054960307,-0.370469666,-0.04464701,0.55896834,-0.552836057
-0.678043584,-0.729092081,-0.689876913,-0.642701521,-0.212923664,-0.741852361,-0.666419923,-0.593210045,-0.360311883,-0.281501087,-0.365596542,2.381715006,-0.406323592,-0.555429725,-0.32951378,-0.04464701,0.55896834,-0.552836057
2.191178818,0.355334388,0.80575852,0.999506342,-0.095503187,1.455734767,0.981746765,3.798824261,-0.394410738,0.57781802,-0.365596542,-0.419865516,0.05454349,-0.285224552,-0.363215926,-0.04464701,0.55896834,-0.552836057
-0.559334584,1.278694421,1.904353778,1.179414878,-0.107593587,2.159298443,2.190683707,0.5923913,-0.392717341,0.57781802,0.519346612,-0.419865516,-0.380501563,2.948491835,-0.375422374,-0.04464701,0.55896834,-0.552836057
-0.671130558,-0.731747343,-0.691972623,-1.036457004,-0.289502806,-0.80428187,-0.673469472,-0.593313284,-0.360311883,-1.140820193,-0.365596542,-0.419865516,-0.408568986,-0.561806785,4.383112017,-0.04464701,-1.78901009,1.80885452
-0.662374226,-0.732768598,-0.691960232,-0.972337911,-0.277100578,-0.820023293,-0.673369444,-0.593309871,0.289336729,-1.140820193,-1.250539695,-0.419865516,-0.404078198,-0.561988987,4.597826398,-0.04464701,0.55896834,-0.552836057
2.089391524,-0.052904835,-0.179612548,1.268863073,-0.183483,1.127797317,0.022651467,1.188777879,-0.388252931,-0.281501087,0.519346612,-0.419865516,-0.236796359,0.154154931,-0.351665102,-0.04464701,0.55896834,-0.552836057
-0.692448354,-0.732856134,-0.691965642,-1.152103817,-0.273016065,-0.800858415,-0.672912401,-0.593313694,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.184183218,-0.04464701,-1.78901009,1.80885452
1.677997429,2.211884029,-0.658930174,-1.080918936,-0.289500967,-0.128720391,-0.58894351,-0.408788789,2.388917911,-0.281501087,-0.365596542,-0.419865516,3.418704782,0.33890749,-0.365697268,-0.04464701,-1.78901009,1.80885452
0.634547641,-0.287822567,1.793843286,0.80971942,0.498979623,-0.106057151,-0.310464581,-0.149704559,-0.360311883,-1.140820193,-0.365596542,-0.419865516,0.036018991,-0.266822177,-0.342530359,-0.04464701,0.55896834,-0.552836057
-0.670219916,-0.728012469,-0.689632028,-0.053100843,-0.222764618,-0.70112151,-0.673024803,-0.593303495,-0.360311883,1.437137126,1.404289766,2.381715006,-0.402394153,-0.554427615,-0.143709859,-0.04464701,0.55896834,-0.552836057
-0.693069203,-0.732856134,-0.691954238,-1.184066677,-0.254613405,-0.790229539,-0.673084371,-0.593314199,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.367384873,-0.04464701,-1.78901009,1.80885452
-0.555016969,0.986090394,0.993890848,1.17788266,-0.151377773,1.698697732,2.190683707,0.090863142,-0.392717341,-0.281501087,-0.365596542,-0.419865516,-0.281704235,2.632189623,-0.373536262,-0.04464701,0.55896834,-0.552836057
-0.677434164,-0.730405123,-0.691824508,-0.34019142,-0.281478553,-0.592538791,-0.665718501,-0.593195354,-0.388252931,1.437137126,1.404289766,2.381715006,-0.402394153,-0.558436053,-0.31398868,-0.04464701,0.55896834,-0.552836057
-0.546503778,1.906736808,1.094334208,1.313625656,-0.194320423,2.46683577,1.288814406,-0.327077336,-0.392717341,-0.281501087,0.519346612,-0.419865516,-0.35243414,1.85036198,-0.374400532,-0.04464701,0.55896834,-0.552836057
2.067259522,-0.403165977,0.297996313,0.836826934,0.134147084,-0.132944923,0.846447687,3.266597195,0.227527744,-0.281501087,-0.365596542,-0.419865516,-0.297421992,0.072437453,-0.354882293,-0.04464701,0.55896834,-0.552836057
-0.674675222,-0.729704834,-0.690392163,-0.381608433,-0.220830524,-0.669402284,-0.670667419,-0.593263614,-0.360311883,1.437137126,2.28923292,-0.419865516,-0.386676396,-0.559620364,-0.349656134,-0.04464701,0.55896834,-0.552836057
1.027850026,0.794590572,-0.4766397,-0.956329893,-0.270001176,0.077431667,-0.587383329,-0.456894754,1.978577064,-1.140820193,-1.250539695,-0.419865516,1.909238786,0.149144383,-0.363447276,-0.04464701,-1.78901009,1.80885452
-0.691205398,-0.729325511,-0.689630558,-0.120124804,-0.198338114,-0.753603225,-0.667619936,-0.593299244,-0.360311883,1.437137126,-0.365596542,2.381715006,-0.38892179,-0.554700918,-0.128079215,-0.04464701,0.55896834,-0.552836057
2.08465577,-0.665161545,-0.005571639,1.290750685,1.14060036,0.046404583,1.070972651,3.864676866,0.227527744,0.57781802,0.519346612,-0.419865516,-0.306403567,-0.13372381,-0.363289687,-0.04464701,0.55896834,-0.552836057
0.135729703,-0.522185904,-0.437157128,1.082673466,-0.119119725,-0.078747074,-0.044959072,-0.113652887,0.227527744,0.57781802,0.519346612,-0.419865516,0.034896294,-0.148664352,-0.360129712,-0.04464701,0.55896834,-0.552836057
-0.675786711,-0.73136802,-0.689876152,-0.125044416,-0.101645806,-0.709431879,-0.614476234,-0.59321552,-0.360311883,1.437137126,2.28923292,2.381715006,-0.402394153,-0.559984768,-0.055269293,-0.04464701,0.55896834,-0.552836057
-0.274081226,1.633419904,2.480339299,1.237314349,-0.082890865,2.46683577,0.284936135,-0.223145274,-0.360311883,0.57781802,0.519346612,-0.419865516,-0.282265583,1.051134071,-0.372593753,-0.04464701,0.55896834,-0.552836057
-0.683250744,-0.732301738,-0.691597313,-0.762017463,-0.206556554,-0.706824394,-0.669655521,-0.593276173,-0.360311883,0.57781802,0.519346612,2.381715006,-0.405762244,-0.556705137,-0.167466463,-0.04464701,0.55896834,-0.552836057
-0.270613853,2.211884029,-0.456260762,-0.82599703,-0.283786122,-0.484072889,-0.616168004,-0.570977274,0.109528772,-1.140820193,-1.250539695,-0.419865516,4.746855227,0.028800138,-0.37256376,-0.04464701,-1.78901009,1.80885452
-0.687720498,-0.729821549,-0.689675789,-0.336691116,-0.185835049,-0.80032129,-0.6650027,-0.593265114,-0.360311883,1.437137126,1.404289766,-0.419865516,-0.391167184,-0.561806785,-0.14751305,-0.04464701,0.55896834,-0.552836057
0.648270893,-0.215955423,0.079042847,1.124223857,-0.07924047,0.371674285,1.186943842,1.703370008,-0.360311883,-0.281501087,0.519346612,-0.419865516,-0.307526264,0.329706302,-0.347263665,-0.04464701,0.55896834,-0.552836057
1.079807865,2.211884029,-0.588469464,-0.581318356,-0.286391144,-0.073423894,-0.637304172,-0.53421559,2.630534854,-0.281501087,-0.365596542,-0.419865516,3.45182434,0.300098521,-0.368365113,-0.04464701,-1.78901009,1.80885452
-0.680645415,-0.72731218,-0.690381349,-0.868429794,-0.249911198,-0.732671902,-0.671120878,-0.593284922,-0.388252931,0.57781802,-0.365596542,2.381715006,-0.38892179,-0.554700918,-0.327347049,-0.04464701,0.55896834,-0.552836057
1.945340391,0.535483696,0.96751984,1.231824867,-0.105099561,-0.433956152,-0.382469533,0.113188094,-0.360311883,0.57781802,-0.365596542,-0.419865516,0.142675197,-0.447475197,-0.37266144,-0.04464701,0.55896834,-0.552836057
-0.676404258,-0.731688986,-0.6904238,-0.746310635,-0.11514263,-0.588941481,-0.667917245,-0.593223592,-0.388252931,-0.281501087,2.28923292,2.381715006,-0.40351685,-0.560986877,-0.086153044,-0.04464701,0.55896834,-0.552836057
-0.68233756,-0.730667731,-0.689568045,-0.569685217,-0.140451195,-0.627027651,-0.667060008,-0.593245011,-0.388252931,2.296456232,2.28923292,2.381715006,-0.39621932,-0.557433944,-0.141321391,-0.04464701,0.55896834,-0.552836057
-0.668802469,-0.729500583,-0.689864109,-0.025955207,-0.203263788,-0.625179528,-0.670382977,-0.593241545,0.227527744,1.437137126,1.404289766,2.381715006,-0.392851229,-0.556887338,-0.27604598,-0.04464701,0.55896834,-0.552836057
-0.69285229,-0.732885313,-0.691968075,-1.34466077,-0.270455624,-0.790528003,-0.672668979,-0.593313661,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.89721581,-0.04464701,-1.78901009,1.80885452
2.107877069,-0.44716746,-0.185399625,1.06987832,-0.039507925,-0.139068001,0.636913693,2.783446962,-0.245468787,0.57781802,0.519346612,-0.419865516,-0.247461979,0.235052501,-0.358972969,-0.04464701,0.55896834,-0.552836057
-0.674504139,-0.728391792,-0.691036716,-0.90871207,-0.260761745,-0.64490156,-0.673110779,-0.593307036,-0.388252931,2.296456232,-0.365596542,2.381715006,-0.399587411,-0.557707246,-0.325199925,-0.04464701,0.55896834,-0.552836057
-0.679860344,-0.727516431,-0.689825456,-0.702482492,-0.233936632,-0.667648703,-0.668326188,-0.593246766,-0.360311883,2.296456232,2.28923292,2.381715006,-0.399587411,-0.55706954,-0.026404674,-0.04464701,0.55896834,-0.552836057
-0.184655633,-0.083133971,-0.175406107,0.876435341,-0.177617345,0.242178511,0.448339754,-0.067773128,-0.388252931,-0.281501087,-0.365596542,-0.419865516,-0.134069591,0.125184855,-0.351608991,-0.04464701,0.55896834,-0.552836057
-0.215179369,1.954327271,0.341650087,1.141919932,-0.235579978,-0.202705346,0.204606958,-0.206600597,-0.360311883,0.57781802,0.519346612,-0.419865516,-0.355802231,1.347849596,-0.370640685,-0.04464701,0.55896834,-0.552836057
-0.681733483,-0.732243381,-0.690385056,-0.359081665,0.031034251,-0.635809821,-0.665451751,-0.593223231,-0.360311883,0.57781802,-0.365596542,-0.419865516,-0.407446289,-0.554245413,-0.274076897,-0.04464701,0.55896834,-0.552836057
-0.320779198,1.688742723,2.480339299,1.245820901,-0.020042937,2.46683577,2.190683707,2.51286193,-0.392717341,0.57781802,0.519346612,-0.419865516,-0.256443555,0.985814749,-0.373940178,-0.04464701,0.55896834,-0.552836057
-0.68423312,-0.728420971,-0.69123111,-0.557674402,-0.266645405,-0.631292192,-0.66889794,-0.59327285,-0.360311883,2.296456232,0.519346612,2.381715006,-0.394535275,-0.556158531,-0.048905742,-0.04464701,0.55896834,-0.552836057
-0.692885431,-0.732681062,-0.691972175,-1.273500241,-0.287796176,-0.804841477,-0.67265838,-0.593313676,-0.390331191,-1.140820193,-1.250539695,-0.419865516,-0.413059774,-0.562717794,0.458875101,-0.04464701,-1.78901009,1.80885452
1.601613532,0.590660622,1.544775752,0.813896027,-0.051195838,0.501280304,0.882814885,2.692465262,-0.388252931,-1.140820193,-0.365596542,-0.419865516,0.061279671,0.165087035,-0.365359061,-0.04464701,0.55896834,-0.552836057
-0.362434953,-0.007794562,2.480339299,1.15837057,0.671798164,1.576669753,2.190683707,1.82325642,-0.392717341,-0.281501087,-0.365596542,-0.419865516,-0.173925332,-0.322575908,-0.373389043,-0.04464701,0.55896834,-0.552836057
-0.678927996,-0.727224644,-0.690272521,-0.513820122,-0.247835411,-0.634849061,-0.665188105,-0.593198722,-0.388252931,2.296456232,2.28923292,-0.419865516,-0.387237745,-0.553789909,-0.17913758,-0.04464701,0.55896834,-0.552836057
-0.636618685,-0.652264558,0.843487165,1.266744703,2.398559517,-0.099350263,0.186363968,-0.547914049,-0.245468787,0.57781802,-0.365596542,-0.419865516,0.007951568,0.260560744,-0.342618678,-0.04464701,0.55896834,-0.552836057
1.644265561,0.052255208,1.13530249,0.812656187,0.038825133,1.134753372,-0.056048098,0.734546144,-0.360311883,-0.281501087,0.519346612,-0.419865516,-0.097020593,0.225031406,-0.374986133,-0.04464701,0.55896834,-0.552836057
-0.675951918,-0.73136802,-0.690396666,-0.369570718,-0.148311759,-0.67959174,-0.670347638,-0.593261661,-0.388252931,-0.281501087,1.404289766,-0.419865516,-0.397903365,-0.559529264,-0.227683784,-0.04464701,0.55896834,-0.552836057
