FlowID,FlowDuration,TotalPackets,TotalBytes,AvgPacketSize,BytesPerPacket,PacketRate,ByteRate,FlowVolume,Port,Protocol,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,InterArrivalTime,Cluster
658,1210.349541,22043.0,417606885.0,1413.505342,18945.10207,341.2621074,8160264.413,9876772291.0,443,tcp,1,2,0,597,9980,0.010650112,0
1706,2.025014323,34.0,4958.0,127.1959636,729.1176471,2.682524345,407.1372219,824.4587059,5683,tcp,0,0,0,7,20,7.061492943,1
1001,349.6199758,68806.0,629814330.5,1477.909661,12313.20713,580.8465932,14374294.44784,10611640929.0,443,tcp,2,2,0,325,24793,0.009614153,0
1722,59.97058168,18.0,3216.0,200.1840276,178.6666667,4.604492635,647.5793805,38835.71213,8883,udp,1,0,0,3,22,4.130670089,1
1463,1.246901888,3.0,166.0,53.03685995,55.33333333,9.938549539,41069.60072,5120.976269,53,udp,0,0,0,0,0,0.671348094,1
1258,0.947933487,2.0,2089.0,121.9555651,1044.5,4.316082265,2397.900039,2273.049746,53,udp,0,0,0,0,0,0.56652683,1
1373,1.906363792,6.0,4134.0,152.2318708,689.0,1.024920606,1448.399803,2761.176941,53,udp,0,0,0,0,0,0.82386556,1
260,13.27444538,104.0,144366.0,744.736207,1388.134615,27.21104801,16450.19429,218367.2056,80,tcp,1,1,0,11,63,0.418286392,1
1656,3485.16548655625,100923.875,29041280.0,291.9922768,72.50332667,172.080695,455210.7327,3010728197.0,48123,tcp,1,1,0,4141,5886,0.008841295,2
640,2177.827671,39234.0,200933691.0,1384.321256,5121.417419,287.4895001,2107181.502,4589078184.0,443,tcp,2,2,0,686,9039,0.026126981,0
1018,591.1840469,17764.0,445417017.0,1466.188469,25074.13966,507.4052369,14374294.44784,9238321495.0,22,tcp,1,2,0,495,17757,0.008211978,0
406,19.00082209,132.0,416764.0,450.1766368,3157.30303,17.83597548,35690.99117,678158.1734,443,tcp,1,1,1,12,80,0.066243376,1
879,3429.53098,37297.0,297352127.0,1327.151726,7972.548114,471.8455965,8307147.552,28489619887.0,0,tcp,2,1,0,833,3046,0.01848998,0
1061,160.1054727,68942.0,515461283.0,1423.226838,7476.738171,617.1980487,14374294.44784,7691084304.0,22,tcp,2,2,0,58,38542,0.001194364,0
1756,27.21805967,41.0,693.0,239.9025554,16.90243902,4.938376509,312.2645731,8499.235781,443,udp,0,1,0,8,10,6.743678411,1
1735,37.62636267,6.0,3153.0,274.1435603,525.5,1.686283509,814.2611926,30637.68694,8883,tcp,0,0,0,16,8,7.047912482,1
519,3308.540487,23306.0,101721889.0,1470.99414,4364.622372,404.0954922,3493850.964,11559547370.0,80,tcp,1,2,0,314,7869,0.034856625,0
1411,1.878447232,3.0,2079.0,178.1446158,693.0,5.645643829,3107.969879,5838.157415,53,udp,0,0,0,0,0,0.794113248,1
1682,2819.532744,100923.875,6560762.0,216.1589065,16.97783563,144.5057261,424512.5742,1196927103.0,36160,udp,1,1,0,6826,9897,0.014974105,2
896,1579.225626,15255.0,493521128.0,1225.801339,32351.43415,149.1878291,1822081.391,2877477625.0,443,tcp,0,1,0,800,3248,0.047799867,0
42,28.30050362,169.0,465382.0,765.0363563,2753.739645,26.25074919,2543.87236,71992.86893,443,tcp,3,3,1,19,91,0.329513508,1
1495,1.14046808,3.0,4343.0,161.0757462,1447.666667,7.841512053,2244.924819,2560.265097,53,udp,0,0,0,0,0,1.053696165,1
1241,165.2376494,58914.0,334702901.0,1422.4086,5681.211614,522.0404318,14374294.44784,4437920633.0,22,tcp,1,1,0,234,35070,0.003866842,0
150,19.72521587,87.0,30099.0,611.7236792,345.9655172,48.68335196,39211.13139,773448.0311,80,tcp,3,3,1,19,47,0.088241271,1
1070,175.3569393,90466.0,354644382.0,1494.898343,3920.195234,680.73359807,9848191.108,1726948650.0,22,tcp,1,2,0,108,26488,0.002642237,0
866,3282.233059,11302.0,196543767.0,1240.277347,17390.17581,143.6329607,7628138.289,25037327670.0,8080,tcp,1,1,0,206,6972,0.030298108,0
368,23.00465953,111.0,314469.0,589.6060838,2833.054054,32.80376977,14374.59252,330682.6067,443,tcp,3,4,0,47,34,0.037703182,1
1691,2046.728474,52351.0,42751726.0,282.6921936,816.636282,187.0956269,432342.4689,884887641.4,30829,udp,0,0,0,4137,7814,0.018162174,2
53,3.355898854,124.0,465674.0,729.244088,3755.435484,15.40831055,29668.62834,99564.91584,443,tcp,3,1,1,43,88,0.351660951,1
757,3302.911285,2323.0,136275029.0,1482.682606,58663.37882,180.6855991,8754934.809,28916772980.0,8080,tcp,2,2,0,190,4709,0.018385466,0
767,986.3006503,7223.0,50590382.0,1371.564798,7004.067839,154.8299432,3154542.058,3111326883.0,8080,tcp,2,2,0,798,4545,0.022862912,0
81,21.68347723,54.0,416915.0,726.6169072,7720.648148,24.53387181,296374.5544,642643.0901,443,tcp,3,4,1,19,30,0.454827114,1
1229,499.1747545,81099.0,629814330.5,1454.146428,8489.761329,680.73359807,4810147.582,2401104238.0,443,tcp,2,2,0,233,17715,0.005202307,0
383,12.81127865,22.0,75205.0,386.4593016,3418.409091,25.07256417,19452.88499,249216.33,443,tcp,2,2,1,13,66,0.295852193,1
1611,503.2962829,100923.875,46797650.0,352.2928065,251.3354207,71.09182109,287884.2739,144891085.0,6547,udp,0,0,0,9192,6493,0.005244804,2
462,7.498260429,107.0,456694.0,613.5929184,4268.168224,5.756610938,42803.43732,320951.3203,443,tcp,3,3,0,39,10,0.324124673,1
672,1595.537908,17718.0,153073931.0,1393.75362,8639.458799,247.8845612,9336945.524,14897450530.0,443,tcp,1,2,0,188,9796,0.04109313,0
1814,2108.488683,100923.875,20549650.0,482.9565958,144.5072255,155.9296834,181810.7185,383345842.3,39299,udp,1,1,0,6885,9471,0.01119397,2
135,15.90812931,193.0,316616.0,329.6327785,1640.497409,19.73260868,12098.87213,192470.4224,80,tcp,2,1,1,43,88,0.069313471,1
950,3137.312654,43471.0,329467344.0,1451.214924,7579.014607,81.44566805,1460718.773,4582731489.0,443,tcp,2,1,0,990,1265,0.0051064,0
58,20.94942293,43.0,308188.0,394.847093,7167.162791,49.42653673,28176.56002,590282.6726,80,tcp,1,4,1,17,19,0.41106717,1
213,13.89674452,78.0,478085.0,489.1689477,6129.294872,41.55813997,32478.67333,451347.8257,80,tcp,4,4,1,30,58,0.332897787,1
201,29.98536691,118.0,419306.0,779.5327228,3553.440678,41.93995226,15802.08862,473831.4252,8080,tcp,3,3,1,36,64,0.142003214,1
1308,1.398303891,2.0,1596.0,75.31497093,798.0,7.779850978,4329.603977,6054.102087,53,udp,0,0,0,0,0,1.804426609,1
849,3330.513516,9794.0,100572954.0,1364.731909,10268.83337,142.3679658,6576575.156,21903372448.0,1935,tcp,2,2,0,295,8757,0.024501929,0
284,23.20801869,156.0,186503.0,308.1211578,1195.532051,37.86548691,2112.392867,49024.45316,80,tcp,4,1,1,24,55,0.072355783,1
92,16.84131226,186.0,426980.0,418.2522847,2295.591398,33.16605015,26124.24595,439966.5837,443,tcp,4,4,1,24,62,0.4957261,1
1801,605.471388,22270.0,102557013.0,1261.429107,4605.164481,221.1314343,5630201.737,3408926060.0,80,tcp,1,1,0,497,7551,0.034936131,0
1175,569.1890415,92097.0,205210551.0,1403.203713,2228.200169,129.2208344,4407009.173,2508421327.0,443,tcp,2,2,0,102,20972,0.007969657,0
204,14.61478656,24.0,315880.0,601.6358728,13161.66667,39.7437911,40549.84147,592627.2783,443,tcp,2,1,0,10,93,0.144793256,1
1048,443.6667387,82995.0,629814330.5,1458.689114,11067.06458,680.73359807,14374294.44784,20148221947.0,22,tcp,2,2,0,279,16998,0.003294524,0
304,11.64356811,155.0,147909.0,495.582987,954.2516129,40.67710885,23254.86246,270769.575,443,tcp,4,2,1,33,72,0.463843786,1
1270,1.358911243,9.0,782.0,113.3162574,86.88888889,4.822764767,4382.792034,5955.825371,53,udp,0,0,0,0,0,1.183330911,1
732,2728.738255,45362.0,444072608.0,1228.031739,9789.528857,274.660464,7810649.988,21313219422.0,80,tcp,0,1,0,845,7989,0.015453319,0
1031,394.1522062,24852.0,629814330.5,1411.988715,39438.47425,496.830111,14374294.44784,15675094049.0,22,tcp,1,1,0,426,2636,0.004075441,0
259,17.94955655,196.0,338222.0,519.0021363,1725.622449,39.94227899,41872.96638,751601.178,80,tcp,4,4,0,46,98,0.279315101,1
597,68.24094621,2765.0,304842568.0,1469.862884,110250.4767,150.5734358,4315455.268,294490750.8,1935,tcp,2,1,0,750,9037,0.047674726,0
771,2779.437019,26910.0,362778003.0,1227.369637,13481.15953,405.5325755,3098890.893,8613172064.0,443,tcp,1,2,0,563,8647,0.001812485,0
397,21.48710208,54.0,313575.0,596.0344879,5806.944444,30.69868334,15979.43895,343351.8359,80,tcp,1,3,0,27,35,0.210528795,1
1064,70.38240392,38393.0,450834860.0,1427.544036,11742.63173,680.73359807,14374294.44784,1367975391.0,8080,tcp,1,2,0,462,13493,0.008180555,0
229,29.34412709,159.0,349717.0,757.7893829,2199.477987,30.81973421,10950.83608,321342.7256,443,tcp,2,2,0,37,78,0.180041636,1
1580,716.4856667,100923.875,7352078.0,211.5757268,17.52042399,154.5831932,123700.9335,88629945.84,26579,tcp,0,1,0,8059,5203,0.015259027,2
1025,321.2990646,26147.0,291046450.0,1447.703222,11131.16036,680.73359807,14374294.44784,12403696491.0,443,tcp,2,1,0,96,27923,0.003627499,0
1035,263.1209046,48351.0,629814330.5,1431.373719,13296.72005,590.2294199,14374294.44784,6029636903.0,443,tcp,1,1,0,365,1086,0.007114097,0
567,1509.738342,29114.0,193579397.0,1447.706074,6649.014117,406.6010291,1475467.569,2227569961.0,443,tcp,1,2,0,511,2493,0.034275434,0
908,612.8619819,19680.0,435892028.0,1458.041672,22148.98516,495.35575,5271388.162,3230633396.0,443,tcp,0,2,0,892,1550,0.019180275,0
1327,1.895877824,7.0,1039.0,196.7710272,148.4285714,7.07080836,3274.567702,6208.180288,53,udp,0,0,0,0,0,0.634385119,1
1062,166.0606627,96554.0,522488781.0,1423.161096,5411.363393,641.655085,14374294.44784,6935604178.0,21,tcp,1,2,0,309,24495,0.001454404,0
993,162.4180127,44729.0,629814330.5,1496.4787,14259.65852,411.8269448,14374294.44784,5005666343.0,22,tcp,1,2,0,376,38985,0.002423726,0
1115,310.3497741,95840.0,629814330.5,1433.7713,6805.7238,640.9243754,14374294.44784,10370224004.0,22,tcp,1,1,0,470,2463,0.004809509,0
1316,1.827146942,2.0,655.0,126.6278721,327.5,5.861283054,4983.946309,9106.402257,53,udp,0,0,0,0,0,0.538437148,1
1749,41.03860579,30.0,1060.0,149.1389311,35.33333333,1.262961231,668.2497903,27424.03972,5683,udp,1,0,0,14,49,9.732959048,1
840,3485.16548655625,37922.0,487012712.0,1472.019161,12842.48489,392.8596214,1936911.489,6935157315.0,80,tcp,2,1,0,990,8907,0.019740404,0
1134,216.1826294,61045.0,58439887.0,1467.447817,957.3247113,579.6226441,14374294.44784,10342725979.0,8080,tcp,2,1,0,154,13680,0.003053645,0
246,16.33977592,108.0,397157.0,642.2025287,3677.37963,12.76882319,44306.45728,723957.5836,443,tcp,2,4,1,10,54,0.153751936,1
1396,1.269588562,3.0,816.0,60.0397276,272.0,0.692477614,20913.95592,2655.211923,53,udp,0,0,0,0,0,1.537094168,1
737,696.01011,49962.0,451980059.0,1486.506283,9046.476502,454.5945202,1854476.227,1290734203.0,443,tcp,0,1,0,557,8659,0.039715118,0
679,2480.554942,3880.0,84912996.0,1320.341649,21884.79278,252.0540673,9911749.759,24586639846.0,443,tcp,2,2,0,446,2872,0.031060549,0
791,3238.880632,23151.0,258570776.0,1241.311826,11168.88152,107.9073442,9075710.543,29395143103.0,443,tcp,1,1,0,323,7334,0.018545181,0
501,3394.986868,28765.0,369204978.0,1390.082339,12835.21564,361.4786777,5511633.53,18711923457.0,443,tcp,0,1,0,304,8760,0.011249236,0
1768,42.66422635,42.0,6664.0,221.6863024,158.6666667,3.071158647,118.464918,5054.214078,8883,tcp,0,1,0,2,24,8.369057897,1
166,23.97564804,30.0,230498.0,622.2821545,7683.266667,32.47842286,137549.1652,329783.0372,443,tcp,4,2,0,10,25,0.362641666,1
18,19.54817994,76.0,243640.0,388.9127485,3205.789474,10.8140613,12298.2935,240409.2542,443,tcp,1,3,1,23,25,0.096628257,1
90,26.55687217,97.0,437686.0,736.8060782,4512.226804,8.440328741,40319.01406,1070746.902,80,tcp,4,4,0,36,74,0.061384761,1
1320,1.748800456,3.0,2303.0,67.80323068,767.6666667,5.690322837,4209.311536,7361.245932,53,udp,0,0,0,0,0,1.397000839,1
728,466.1098247,10224.0,163773971.0,1250.463794,16018.58089,374.7407542,593918.9971,276831479.7,443,tcp,1,2,0,392,1627,0.046753632,0
1349,1.422534117,2.0,2774.0,128.0821152,1387.0,8.04105069,1397.845286,1988.482609,53,udp,0,0,0,0,0,0.883187193,1
1311,1.753904961,4.0,4032.0,117.4177327,1008.0,2.944182275,3654.027268,6408.816555,53,udp,0,0,0,0,0,1.821740376,1
846,3298.875143,15331.0,231291261.0,1313.293079,15086.50845,171.4529699,3123702.398,10304704195.0,443,tcp,0,1,0,729,2173,0.045098601,0
748,3134.514291,4126.0,306988950.0,1332.157789,74403.52642,294.9672762,3957852.842,12405946295.0,443,tcp,2,2,0,826,7659,0.016454369,0
1100,320.2828192,93935.0,629814330.5,1446.967821,7278.800096,574.2729588,14374294.44784,9359196314.0,443,tcp,2,2,0,243,15557,0.001533316,0
558,1180.538,44962.0,222630355.0,1259.729476,4951.522508,481.4620758,14374294.44784,3119224331.0,443,tcp,2,2,0,213,2374,0.043796186,0
1534,3485.16548655625,100923.875,34324681.0,220.0470329,211.6481952,168.5326249,234820.307,1484085067.0,53136,udp,1,0,0,4871,8077,0.0147346,2
366,23.18534274,171.0,42862.0,509.4374945,250.6549708,46.85386727,24441.29711,566679.8505,80,tcp,1,4,0,49,16,0.457348843,1
1235,490.3820284,5061.0,614377861.0,1429.097374,121394.5586,380.4074061,14374294.44784,10982566062.0,443,tcp,2,2,0,293,21280,0.003746192,0
292,12.92046295,147.0,51888.0,437.7996323,352.9795918,45.56050787,325519.4041,420586.14,443,tcp,3,1,0,46,80,0.091216055,1
987,369.5130659,61340.0,491372808.0,1492.693756,8010.642452,378.3073564,4320771.307,1596581453.0,443,tcp,1,2,0,403,15777,0.002876861,0
1067,274.3028854,46908.0,578212006.0,1492.528827,12326.5116,117.163907,14374294.44784,7316668883.0,443,tcp,1,2,0,222,19767,0.007957888,0
109,2.993450395,160.0,308090.0,739.8410051,1925.5625,7.041935933,41045.33063,122867.1612,8080,tcp,4,4,1,46,14,0.485476229,1
867,2481.212558,15211.0,282189425.0,1455.524166,18551.6682,74.30660694,1024419.748,2541803144.0,443,tcp,2,1,0,681,4539,0.010058009,0
59,29.27601379,23.0,406766.0,715.3522231,17685.47826,27.60091889,43390.47339,1270300.097,8080,tcp,1,3,1,20,85,0.226026584,1
8,22.8939653,167.0,322613.0,522.8344605,1931.814371,35.12471969,23386.58802,535411.7347,443,tcp,1,3,0,34,50,0.35665502,1
1030,56.67514439,3524.0,629814330.5,1435.123467,179753.4796,680.73359807,14374294.44784,1555767572.0,21,tcp,1,2,0,399,39237,0.005117627,0
733,520.684906,48370.0,175773156.0,1359.313063,3633.929212,35.87122937,1070323.437,557301258.2,443,tcp,2,1,0,772,3916,0.004872304,0
1305,0.974268477,6.0,3740.0,187.1278565,623.3333333,2.339041948,4828.73102,4704.480415,53,udp,0,0,0,0,0,0.933053939,1
1819,2732.561641,32338.0,480755632.0,1236.2751,14866.58519,285.7381668,6602208.256,18040941023.0,443,tcp,1,1,0,110,4904,0.043932145,0
108,22.75836863,29.0,180231.0,699.3980227,6214.862069,37.98025717,15116.36355,344023.774,443,tcp,3,1,1,20,92,0.26099293,1
1501,2922.880139,63637.0,15568095.0,394.7422182,244.6390465,85.48665137,213660.4734,624503954.2,3117,udp,1,0,0,4999,1845,0.010169418,2
1119,65.89319325,93687.0,248576476.0,1432.634147,2653.265405,413.5879608,9100947.156,599690469.7,8080,tcp,1,1,0,139,36665,0.002940934,0
355,18.86958572,161.0,289507.0,405.1800235,1798.180124,44.63951343,22722.19194,428758.3485,443,tcp,2,1,0,25,47,0.26359173,1
455,29.87644441,64.0,457149.0,481.0143035,7142.953125,46.67254746,15844.01989,473362.9794,80,tcp,3,1,0,40,33,0.035637902,1
1522,3485.16548655625,95224.0,14387701.0,434.4175054,151.0932223,190.129654,56381.03391,211925831.6,31017,udp,0,0,0,2323,8300,0.017291141,2
185,7.135386623,193.0,58198.0,346.7153973,301.5440415,49.33281587,10117.03893,72188.98428,80,tcp,3,4,0,24,74,0.497392521,1
1678,3073.644096,100923.875,43221826.0,357.6884357,182.8713481,63.99373427,181511.1113,557900555.5,18446,tcp,1,1,0,8897,4848,0.010326353,2
1297,0.265943539,9.0,4259.0,163.8652377,473.2222222,6.163781789,1158.596125,308.1211542,53,udp,0,0,0,0,0,0.947247621,1
999,506.4583769,44064.0,412817911.0,1436.489321,9368.598198,417.9511138,14374294.44784,23148772162.0,22,tcp,2,2,0,460,14549,0.007409187,0
1724,46.97403556,37.0,7661.0,150.8999125,207.0540541,2.669410226,972.3308282,45674.3029,8883,udp,0,1,0,2,23,1.303977839,1
1212,112.9232782,58442.0,219845561.0,1479.085219,18808.867,672.4044146,14374294.44784,4650086138.0,443,tcp,2,1,0,327,26024,0.00444961,0
1481,1.927828429,2.0,4801.0,83.26470401,2400.5,9.88362573,893.6015007,1722.710377,53,udp,0,0,0,0,0,0.118056728,1
831,2234.029702,22435.0,72303192.0,1362.374903,16113.92735,208.5014092,6903239.012,15422040989.0,443,tcp,2,2,0,280,4347,0.005158361,0
252,8.333429432,199.0,234211.0,624.7825005,1176.939698,19.64293195,4195.86197,34965.91964,80,tcp,2,3,0,33,96,0.362593972,1
1116,591.6292559,49109.0,629814330.5,1485.440063,13292.18878,265.5826331,14374294.44784,10123755141.0,443,tcp,2,1,0,273,34367,0.005774948,0
422,2.790301484,149.0,287159.0,398.6975055,1927.241611,39.29463975,21664.44897,60450.34409,80,tcp,3,2,0,26,24,0.355250968,1
1208,123.8272048,80158.0,602170064.0,1443.829513,7512.289029,151.7202291,14374294.44784,5802311400.0,21,tcp,1,2,0,283,37390,0.00676131,0
553,1719.740138,45769.0,195473323.0,1305.854688,4270.867246,366.0953307,3327479.939,5722400808.0,8080,tcp,0,1,0,855,6259,0.034375712,0
395,4.40293711,133.0,307147.0,776.9998352,2309.37594,42.50131705,17372.73491,76491.05925,80,tcp,3,1,1,8,19,0.18794151,1
339,21.97104838,189.0,361644.0,461.9574578,1913.460317,12.95786763,4651.879792,102206.676,443,?,3,4,1,40,97,0.378458162,1
1053,366.3726595,10642.0,102232117.0,1472.244788,9606.475944,680.73359807,13385721.99,4904162566.0,22,tcp,1,2,0,496,33493,0.008702324,0
1243,270.0283634,73816.0,354087549.0,1477.130348,4796.894291,340.2004565,6155419.735,1662137917.0,22,tcp,2,1,0,420,38783,0.002733559,0
686,1201.439734,1550.0,314169321.0,1350.325259,202689.8845,269.3951728,817296.6543,981932675.0,443,tcp,1,2,0,701,6222,0.006941215,0
1120,266.4500895,71006.0,629814330.5,1490.751365,13308.25644,680.73359807,5712919.264,1522207849.0,8080,tcp,2,1,0,64,23293,0.00348456,0
974,141.3783042,55028.0,557100705.0,1460.166292,10123.94972,616.7686822,14374294.44784,4311945439.0,443,tcp,2,2,0,92,35302,0.006378368,0
288,15.71953838,44.0,367087.0,587.3537851,8342.886364,3.408048042,40877.30722,642572.3997,80,tcp,2,3,0,17,13,0.284809508,1
